date,venue,race_no,race_key_raw,win,place,frame_quinella,quinella,wide,exacta,trio,trifecta
2025-08-16,中京,9,07253709,3:340,3:130;9:120;7:230,2-5:400,3-9:460,3-9:220;3-7:630;7-9:580,3-9:1030,3-7-9:1830,3-9-7:6740
2025-08-16,中京,10,07253710,1:280,1:120;8:110;2:130,,1-8:690,1-8:240;1-2:230;2-8:250,1-8:1670,1-2-8:790,1-8-2:4810
2025-08-16,中京,11,07253711,6:350,6:150;10:390;15:150,3-5:1970,6-10:4720,6-10:1370;6-15:330;10-15:1100,6-10:7960,6-10-15:5780,6-10-15:44500
2025-08-16,中京,12,07253712,6:380,6:140;9:120;5:150,6-8:520,6-9:500,6-9:240;5-6:380;5-9:290,6-9:1000,5-6-9:930,6-9-5:4040
2025-08-17,札幌,1,01251801,8:890,8:290;3:170;6:220,3-7:730,3-8:880,3-8:340;6-8:460;3-6:300,8-3:1880,3-6-8:1200,8-3-6:8090
2025-08-17,札幌,2,01251802,11:360,11:150;2:220;10:170,2-8:1160,2-11:1630,2-11:490;10-11:410;2-10:590,11-2:2390,2-10-11:2420,11-2-10:13050
2025-08-17,札幌,3,01251803,4:510,4:160;14:150;7:120,2-7:900,4-14:1150,4-14:390;4-7:330;7-14:260,4-14:2630,4-7-14:1210,4-14-7:9000
2025-08-17,札幌,4,01251804,1:520,1:170;3:150;13:310,1-3:920,1-3:810,1-3:380;1-13:1330;3-13:970,1-3:1990,1-3-13:3810,1-3-13:23290
2025-08-17,札幌,5,01251805,1:220,1:120;5:110,,1-5:170,1-5:110;1-4:170;4-5:150,1-5:350,1-4-5:190,1-5-4:630
2025-08-17,札幌,6,01251806,3:1270,3:190;12:110;6:220,3-8:660,3-12:690,3-12:300;3-6:1070;6-12:330,3-12:2090,3-6-12:1630,3-12-6:14820
2025-08-17,札幌,7,01251807,5:340,5:150;6:210;2:250,4-4:1380,5-6:1330,5-6:540;2-5:710;2-6:950,5-6:2300,2-5-6:3420,5-6-2:13870
2025-08-17,札幌,8,01251808,4:280,4:130;2:160;12:220,2-4:710,2-4:720,2-4:310;4-12:460;2-12:680,4-2:1250,2-4-12:1860,4-2-12:6060
2025-08-17,札幌,9,01251809,12:730,12:280;16:660;13:200,6-8:2940,12-16:10260,12-16:2660;12-13:730;13-16:2000,12-16:12340,12-13-16:14170,12-16-13:78020
2025-08-17,札幌,10,01251810,8:370,8:170;2:150;10:310,2-7:1480,2-8:1160,2-8:470;8-10:760;2-10:790,8-2:2200,2-8-10:3000,8-2-10:12000
2025-08-17,札幌,11,01251811,9:2560,9:530;15:260;14:1970,5-8:1590,9-15:7140,9-15:1740;9-14:21700;14-15:9690,9-15:20750,9-14-15:193350,9-15-14:1307650
2025-08-17,札幌,12,01251812,7:310,7:150;8:600;4:320,5-5:3920,7-8:3310,7-8:1020;4-7:680;4-8:3260,7-8:5290,4-7-8:12110,7-8-4:49930
2025-08-17,新潟,1,04252801,2:700,2:200;6:110;7:2570,2-5:610,2-6:560,2-6:340;2-7:9450;6-7:4630,2-6:1530,2-6-7:30000,2-6-7:139630
2025-08-17,新潟,2,04252802,10:320,10:150;13:240;14:2000,6-7:800,10-13:1300,10-13:570;10-14:4610;13-14:8440,10-13:2140,10-13-14:27440,10-13-14:103530
2025-08-17,新潟,3,04252803,2:120,2:110;7:140;4:260,2-6:330,2-7:410,2-7:200;2-4:470;4-7:1180,2-7:450,2-4-7:1570,2-7-4:3840
2025-08-17,新潟,4,04252804,8:800,8:200;5:140;10:210,5-7:1240,5-8:1100,5-8:440;8-10:730;5-10:420,8-5:2830,5-8-10:2440,8-5-10:17120
2025-08-17,新潟,5,04252805,7:210,7:110;1:850;13:130,1-4:5750,1-7:7550,1-7:2060;7-13:200;1-13:2620,7-1:9570,1-7-13:6060,7-1-13:42790
2025-08-17,新潟,6,04252806,9:220,9:120;6:210;11:280,6-7:560,6-9:910,6-9:380;9-11:430;6-11:1460,9-6:1420,6-9-11:2790,9-6-11:8390
2025-08-17,新潟,7,04252807,11:370,11:160;15:770;9:410,6-8:1480,11-15:8660,11-15:2360;9-11:1100;9-15:7900,11-15:13580,9-11-15:47350,11-15-9:294590
2025-08-17,新潟,8,04252808,5:150,5:110;2:120;6:360,2-5:270,2-5:170;5-6:700;2-6:1150,5-2:390,2-5-6:1930,5-2-6:3870
2025-08-17,新潟,9,04252809,12:510,12:170;11:110;4:1130,6-7:370,11-12:630,11-12:350;4-12:5620;4-11:2440,12-11:1450,4-11-12:11350,12-11-4:49600
2025-08-17,新潟,10,04252810,9:250,9:120;6:110;10:230,6-8:220,6-9:240,6-9:160;9-10:410;6-10:490,9-6:510,6-9-10:910,9-6-10:2810
2025-08-17,新潟,11,04252811,10:270,10:140;1:190;8:510,1-8:590,1-10:780,1-10:350;8-10:940;1-8:1700,10-1:1260,1-8-10:4650,10-1-8:16360
2025-08-17,新潟,12,04252812,9:2130,9:440;8:140;18:270,4-5:2890,8-9:2980,8-9:980;9-18:2090;8-18:640,9-8:7880,8-9-18:7680,9-8-18:63880
2025-08-17,中京,1,07253801,1:110,1:100;6:120,,1-6:120,1-6:100;1-2:190;2-6:280,1-6:130,1-2-6:270,1-6-2:400
2025-08-17,中京,2,07253802,9:380,9:200;1:500;15:600,1-5:2060,1-9:3900,1-9:1160;9-15:1320;1-15:3330,9-1:5860,1-9-15:16480,9-1-15:60710
2025-08-17,中京,3,07253803,2:240,2:110;1:120;3:150,1-2:420,1-2:380,1-2:180;2-3:240;1-3:340,2-1:720,1-2-3:620,2-1-3:2140
2025-08-17,中京,4,07253804,12:2370,12:460;7:570;8:370,5-8:12650,7-12:21320,7-12:4720;8-12:2700;7-8:3460,12-7:47490,7-8-12:70370,12-7-8:627710
2025-08-17,中京,5,07253805,6:3760,6:770;13:1100;2:320,3-7:6850,6-13:49730,6-13:8210;2-6:3510;2-13:3960,6-13:96030,2-6-13:106740,6-13-2:647820
2025-08-17,中京,6,07253806,10:4000,10:760;14:290;5:170,5-7:3940,10-14:17070,10-14:4350;5-10:2890;5-14:940,10-14:39410,5-10-14:27640,10-14-5:328510
2025-08-17,中京,7,07253807,1:870,1:340;5:830;6:1110,1-5:7390,1-5:11300,1-5:3040;1-6:4320;5-6:10170,1-5:20110,1-5-6:90630,1-5-6:367690
2025-08-17,中京,8,07253808,6:110,6:110;5:190,,5-6:340,5-6:150;4-6:170;4-5:340,6-5:470,4-5-6:450,6-5-4:1250
2025-08-17,中京,9,07253809,3:1060,3:280;16:160;15:180,2-8:1160,3-16:1780,3-16:620;3-15:780;15-16:330,3-16:4740,3-15-16:2210,3-16-15:18610
2025-08-17,中京,10,07253810,7:300,7:160;11:220;9:310,4-6:1270,7-11:1640,7-11:630;7-9:1130;9-11:2090,7-11:2810,7-9-11:7840,7-11-9:29400
2025-08-17,中京,11,07253811,15:350,15:130;6:110;2:180,4-8:290,6-15:310,6-15:170;2-15:430;2-6:330,15-6:660,2-6-15:700,15-6-2:2860
2025-08-17,中京,12,07253812,8:680,8:220;4:330;10:250,2-4:2060,4-8:3020,4-8:970;8-10:790;4-10:840,8-4:6650,4-8-10:6460,8-4-10:38160
2025-08-31,札幌,1,01252401,10:140,10:100;1:140;3:140,1-8:370,1-10:450,1-10:200;3-10:200;1-3:570,10-1:520,1-3-10:880,10-1-3:2200
2025-08-31,札幌,2,01252402,6:420,6:160;1:500;14:150,1-4:5370,1-6:4990,1-6:1620;6-14:310;1-14:1500,6-1:8550,1-6-14:5850,6-1-14:32500
2025-08-31,札幌,3,01252403,1:570,1:150;6:430;3:110,1-5:6670,1-6:7610,1-6:1490;1-3:180;3-6:960,1-6:14660,1-3-6:3850,1-6-3:37950
2025-08-31,札幌,4,01252404,2:670,2:180;1:120;10:420,1-1:700,1-2:660,1-2:270;2-10:2450;1-10:860,2-1:1750,1-2-10:3530,2-1-10:22860
2025-08-31,札幌,5,01252405,7:420,7:120;2:110;3:110,,2-7:430,2-7:170;3-7:230;2-3:160,7-2:1020,2-3-7:420,7-2-3:2910
2025-08-31,札幌,6,01252406,8:180,8:110;10:260;11:590,5-6:490,8-10:1160,8-10:460;8-11:1250;10-11:3640,8-10:1560,8-10-11:8770,8-10-11:27610
2025-08-31,札幌,7,01252407,5:230,5:110;2:130;3:590,2-4:280,2-5:320,2-5:200;3-5:1020;2-3:970,5-2:700,2-3-5:2270,5-2-3:8830
2025-08-31,札幌,8,01252408,11:720,11:170;8:160;13:140,6-7:1320,8-11:1390,8-11:490;11-13:320;8-13:280,11-8:3430,8-11-13:1310,11-8-13:9580
2025-08-31,札幌,9,01252409,1:1650,1:380;7:160;2:220,1-5:1450,1-7:2260,1-7:830;1-2:1520;2-7:810,1-7:4950,1-2-7:7120,1-7-2:56900
2025-08-31,札幌,10,01252410,15:500,15:210;3:210;10:1140,2-8:1710,3-15:1940,3-15:770;10-15:4130;3-10:6050,15-3:3610,3-10-15:25460,15-3-10:96390
2025-08-31,札幌,11,01252411,9:770,9:220;3:260;1:150,3-6:4300,3-9:4900,3-9:1280;1-9:410;1-3:580,9-3:9650,1-3-9:4370,9-3-1:48710
2025-08-31,札幌,12,01252412,11:440,11:150;12:150;2:150,8-8:980,11-12:1030,11-12:350;2-11:300;2-12:360,11-12:2060,2-11-12:1110,11-12-2:6850
2025-08-31,新潟,1,04253401,11:140,11:110;9:250;3:850,6-7:390,9-11:880,9-11:460;3-11:1960;3-9:6990,11-9:1090,3-9-11:13440,11-9-3:36030
2025-08-31,新潟,2,04253402,7:460,7:210;5:1450;10:560,3-4:10030,5-7:22710,5-7:5820;7-10:1820;5-10:16900,7-5:32560,5-7-10:114730,7-5-10:511560
2025-08-31,新潟,3,04253403,9:420,9:220;1:1340;5:1250,1-5:800,1-9:13700,1-9:3770;5-9:2910;1-5:17660,9-1:21530,1-5-9:113430,9-1-5:469150
2025-08-31,新潟,4,04253404,4:280,4:160;18:850;13:230,2-8:1280,4-18:6220,4-18:2350;4-13:520;13-18:3940,4-18:7810,4-13-18:11230,4-18-13:48560
2025-08-31,新潟,5,04253405,6:190,6:110;3:110;9:220,3-5:200,3-6:230,3-6:150;6-9:420;3-9:550,6-3:400,3-6-9:1020,6-3-9:2600
2025-08-31,新潟,6,04253406,10:270,10:150;1:170;12:330,1-6:680,1-10:670,1-10:330;10-12:1030;1-12:1640,10-1:1150,1-10-12:4890,10-1-12:16040
2025-08-31,新潟,7,04253407,8:810,8:200;13:130;10:120,5-7:860,8-13:990,8-13:320;8-10:360;10-13:200,8-13:2670,8-10-13:600,8-13-10:5160
2025-08-31,新潟,8,04253408,7:680,7:120;5:100;6:100,5-7:490,5-7:520,5-7:170;6-7:240;5-6:120,7-5:1480,5-6-7:280,7-5-6:3770
2025-08-31,新潟,9,04253409,2:190,2:110;5:130;7:190,2-5:260,2-5:310,2-5:170;2-7:400;5-7:480,2-5:460,2-5-7:940,2-5-7:2400
2025-08-31,新潟,10,04253410,8:590,8:150;5:110;2:120,5-7:580,5-8:520,5-8:210;2-8:240;2-5:150,8-5:1230,2-5-8:350,8-5-2:2910
2025-08-31,新潟,11,04253411,12:340,12:140;15:150;9:330,6-8:540,12-15:580,12-15:280;9-12:700;9-15:1310,12-15:1170,9-12-15:3550,12-15-9:12010
2025-08-31,新潟,12,04253412,7:390,7:170;11:220;5:570,6-8:550,7-11:1300,7-11:520;5-7:1370;5-11:2330,7-11:2470,5-7-11:8890,7-11-5:35320
2025-08-31,中京,1,07254401,6:300,6:110;13:270;2:110,5-8:1610,6-13:3130,6-13:710;2-6:200;2-13:780,6-13:4710,2-6-13:1630,6-13-2:14580
2025-08-31,中京,2,07254402,7:430,7:150;4:150;13:140,2-4:520,4-7:1260,4-7:440;7-13:310;4-13:340,7-4:2460,4-7-13:1250,7-4-13:7300
2025-08-31,中京,3,07254403,6:3270,6:730;18:400;2:2980,3-8:820,6-18:14380,6-18:4590;2-6:22270;2-18:15670,6-18:31890,2-6-18:446620,6-18-2:2728670
2025-08-31,中京,4,07254404,15:260,15:140;5:850;14:190,3-8:1140,5-15:5880,5-15:2070;14-15:350;5-14:4370,15-5:8270,5-14-15:8430,15-5-14:44960
2025-08-31,中京,5,07254405,2:420,2:200;4:370,,2-4:1440,2-4:340;2-6:220;4-6:350,2-4:2490,2-4-6:1120,2-4-6:6870
2025-08-31,中京,6,07254406,8:300,8:140;14:510;5:190,5-8:1920,8-14:3970,8-14:1420;5-8:390;5-14:1930,8-14:6800,5-8-14:6100,8-14-5:37860
2025-08-31,中京,7,07254407,7:220,7:110;4:140;13:250,4-5:340,4-7:480,4-7:250;7-13:480;4-13:900,7-4:720,4-7-13:1540,7-4-13:5920
2025-08-31,中京,8,07254408,2:170,2:120;1:370;12:210,1-1:1300,1-2:1430,1-2:600;2-12:280;1-12:1950,2-1:1710,1-2-12:2490,2-1-12:9500
2025-08-31,中京,9,07254409,2:230,2:110;5:120;4:110,,2-5:490,2-5:170;2-4:140;4-5:210,2-5:810,2-4-5:270,2-5-4:1670
2025-08-31,中京,10,07254410,9:380,9:170;2:140;10:330,1-5:490,2-9:650,2-9:350;9-10:1320;2-10:660,9-2:1480,2-9-10:3360,9-2-10:12670
2025-08-31,中京,11,07254411,4:1320,4:260;7:110;2:180,4-5:720,4-7:960,4-7:390;2-4:1430;2-7:370,4-7:3260,2-4-7:2720,4-7-2:24580
2025-08-31,中京,12,07254412,2:550,2:170;5:160;14:120,2-4:1430,2-5:940,2-5:360;2-14:290;5-14:270,2-5:1810,2-5-14:890,2-5-14:4220
