date,venue,race_no,race_key_raw,win,place,frame_quinella,quinella,wide,exacta,trio,trifecta
2025-09-21,中山,10,06254710,12:400,12:170;2:420;1:260,1-6:1380,2-12:3180,2-12:730;1-12:730;1-2:1850,12-2:4820,1-2-12:8700,12-2-1:39380
2025-09-21,中山,11,06254711,4:330,4:150;9:130;7:200,4-7:670,4-9:680,4-9:340;4-7:680;7-9:550,4-9:1400,4-7-9:1970,4-9-7:7740
2025-09-21,中山,12,06254712,13:2920,13:530;7:180;10:1120,4-7:5610,7-13:8950,7-13:2340;10-13:11520;7-10:4960,13-7:25570,7-10-13:107630,13-7-10:799310
2025-09-21,阪神,1,09254701,3:430,3:130;4:110;1:220,,3-4:520,3-4:200;1-3:580;1-4:290,3-4:1180,1-3-4:1120,3-4-1:6450
2025-09-21,阪神,2,09254702,7:1880,7:330;12:150;4:120,5-8:830,7-12:3430,7-12:990;4-7:640;4-12:290,7-12:8520,4-7-12:2610,7-12-4:31230
2025-09-21,阪神,3,09254703,7:580,7:260;11:160;8:240,6-8:770,7-11:910,7-11:490;7-8:1020;8-11:630,7-11:2000,7-8-11:3690,7-11-8:14910
2025-09-21,阪神,4,09254704,11:250,11:110;10:120;8:120,7-7:410,10-11:440,10-11:210;8-11:240;8-10:250,11-10:910,8-10-11:550,11-10-8:2710
2025-09-21,阪神,5,09254705,1:3670,1:700;6:120;4:190,1-6:5350,1-6:5230,1-6:1370;1-4:2740;4-6:320,1-6:14970,1-4-6:6930,1-6-4:91230
2025-09-21,阪神,6,09254706,8:570,8:170;2:410;1:110,2-8:3420,2-8:5290,2-8:1170;1-8:280;1-2:660,8-2:9750,1-2-8:2460,8-2-1:27880
2025-09-21,阪神,7,09254707,13:600,13:180;5:210;3:150,4-8:1120,5-13:1920,5-13:760;3-13:410;3-5:780,13-5:4290,3-5-13:3210,13-5-3:20880
2025-09-21,阪神,8,09254708,9:1890,9:480;7:660;8:300,5-6:1210,7-9:14910,7-9:2700;8-9:810;7-8:1380,9-7:23250,7-8-9:14830,9-7-8:170190
2025-09-21,阪神,9,09254709,8:260,8:140;4:800;3:350,4-7:8290,4-8:7050,4-8:1780;3-8:540;3-4:3600,8-4:12460,3-4-8:16610,8-4-3:77000
2025-09-21,阪神,10,09254710,9:400,9:130;6:190;5:110,6-8:1270,6-9:1660,6-9:520;5-9:180;5-6:380,9-6:3130,5-6-9:1270,9-6-5:9170
2025-09-21,阪神,11,09254711,10:270,10:110;5:110;2:130,5-8:330,5-10:340,5-10:160;2-10:250;2-5:230,10-5:680,2-5-10:440,10-5-2:1690
2025-09-21,阪神,12,09254712,15:320,15:170;13:190;11:480,7-8:760,13-15:780,13-15:380;11-15:1010;11-13:1630,15-13:1240,11-13-15:4120,15-13-11:13230
2025-09-27,中山,1,06254801,7:340,7:130;11:160;1:210,6-8:620,7-11:740,7-11:340;1-7:580;1-11:760,7-11:1360,1-7-11:2080,7-11-1:6360
2025-09-27,中山,2,06254802,2:230,2:130;3:110;14:330,1-2:330,2-3:390,2-3:210;2-14:910;3-14:770,2-3:650,2-3-14:2560,2-3-14:6640
2025-09-27,中山,3,06254803,6:290,6:110;16:240;15:110,3-8:190,6-16:2180,6-16:560;6-15:140;15-16:440,6-16:3320,6-15-16:810,6-16-15:6750
2025-09-27,中山,4,06254804,12:3060,12:780;10:280;5:1000,5-6:1580,10-12:20810,10-12:5120;5-12:8370;5-10:4820,12-10:46180,5-10-12:114840,12-10-5:508910
2025-09-27,中山,5,06254805,8:160,8:110;9:140;12:170,4-5:460,8-9:500,8-9:230;8-12:300;9-12:540,8-9:620,8-9-12:760,8-9-12:2370
2025-09-27,中山,6,06254806,12:370,12:180;8:260;10:430,4-6:1890,8-12:2030,8-12:720;10-12:780;8-10:2040,12-8:3380,8-10-12:7260,12-8-10:26070
2025-09-27,中山,7,06254807,4:1260,4:370;2:740;1:240,1-2:610,2-4:14230,2-4:3460;1-4:780;1-2:1740,4-2:23090,1-2-4:15130,4-2-1:105500
2025-09-27,中山,8,06254808,4:830,4:180;7:160;10:140,2-4:890,4-7:1580,4-7:620;4-10:440;7-10:360,4-7:4370,4-7-10:2020,4-7-10:16700
2025-09-27,中山,9,06254809,7:890,7:270;6:330;2:260,6-7:3960,6-7:3300,6-7:760;2-7:620;2-6:770,7-6:6130,2-6-7:4690,7-6-2:34460
2025-09-27,中山,10,06254810,2:370,2:160;5:140;7:160,1-3:800,2-5:680,2-5:320;2-7:480;5-7:390,2-5:1220,2-5-7:1360,2-5-7:5830
2025-09-27,中山,11,06254811,16:2870,16:1090;2:660;4:880,1-8:3610,2-16:35060,2-16:8430;4-16:12160;2-4:5830,16-2:55110,2-4-16:180400,16-2-4:864780
2025-09-27,中山,12,06254812,4:310,4:130;15:120;16:990,2-8:430,4-15:270;4-16:6220,4-15:250;4-16:3860;15-16:2000,4-15:460;4-16:9260,4-15-16:10890,4-15-16:17290;4-16-15:43140
2025-09-27,阪神,1,09254801,11:390,11:140;8:200;9:170,5-6:360,8-11:1130,8-11:520;9-11:450;8-9:760,11-8:2210,8-9-11:2480,11-8-9:8810
2025-09-27,阪神,2,09254802,3:130,3:110;9:150;2:110,3-8:520,3-9:680,3-9:260;2-3:110;2-9:400,3-9:890,2-3-9:500,3-9-2:1850
2025-09-27,阪神,3,09254803,12:210,12:120;6:1320;13:390,4-7:1510,6-12:9600,6-12:2170;12-13:600;6-13:10260,12-6:12780,6-12-13:25500,12-6-13:127040
2025-09-27,阪神,4,09254804,5:1010,5:270;2:270;3:530,1-3:2490,2-5:4140,2-5:1000;3-5:2150;2-3:2480,5-2:9820,2-3-5:20170,5-2-3:120930
2025-09-27,阪神,5,09254805,1:580,1:150;6:120;11:110,1-6:730,1-6:970,1-6:340;1-11:270;6-11:190,1-6:2020,1-6-11:810,1-6-11:5470
2025-09-27,阪神,6,09254806,4:590,4:200;2:150;7:170,2-4:1110,2-4:980,2-4:410;4-7:470;2-7:370,4-2:2530,2-4-7:1470,4-2-7:9190
2025-09-27,阪神,7,09254807,6:490,6:220;14:590;5:240,3-7:1530,6-14:6380,6-14:1680;5-6:690;5-14:2770,6-14:10630,5-6-14:17300,6-14-5:87740
2025-09-27,阪神,8,09254808,5:450,5:140;8:110;6:110,4-6:420,5-8:770,5-8:310;5-6:290;6-8:180,5-8:1340,5-6-8:610,5-8-6:3990
2025-09-27,阪神,9,09254809,2:280,2:140;4:310;7:170,,2-4:2330,2-4:600;2-7:310;4-7:730,2-4:3220,2-4-7:2520,2-4-7:11290
2025-09-27,阪神,10,09254810,11:520,11:210;1:400;6:400,1-6:2120,1-11:3280,1-11:1170;6-11:1470;1-6:1950,11-1:6130,1-6-11:11160,11-1-6:54370
2025-09-27,阪神,11,09254811,13:2350,13:570;8:680;3:360,5-8:990,8-13:28950,8-13:5540;3-13:3220;3-8:3440,13-8:51330,3-8-13:85240,13-8-3:823380
2025-09-27,阪神,12,09254812,16:480,16:240;3:360;1:480,2-8:1430,3-16:3080,3-16:950;1-16:1790;1-3:2760,16-3:4820,1-3-16:21720,16-3-1:77770
