date,venue,race_no,race_key_raw,win,place,frame_quinella,quinella,wide,exacta,trio,trifecta
2025-09-14,中山,11,06254411,3:1310,3:520;5:1820;13:430,2-3:8770,3-5:48060,3-5:13920;3-13:3570;5-13:14050,3-5:94120,3-5-13:271600,3-5-13:1467150
2025-09-14,中山,12,06254412,1:290,1:170;14:250;4:650,1-7:1160,1-14:1360,1-14:580;1-4:1320;4-14:3070,1-14:2010,1-4-14:9660,1-14-4:29510
2025-09-14,阪神,1,09254401,10:220,10:130;9:420;8:790,6-7:1390,9-10:1690,9-10:680;8-10:1860;8-9:5100,10-9:2380,8-9-10:12840,10-9-8:36960
2025-09-14,阪神,2,09254402,5:440,5:170;10:140;3:330,5-8:610,5-10:640,5-10:340;3-5:930;3-10:880,5-10:1400,3-5-10:2790,5-10-3:11010
2025-09-14,阪神,3,09254403,3:3640,3:440;10:110;4:180,2-5:340,3-10:1910,3-10:750;3-4:2080;4-10:230,3-10:8030,3-4-10:2760,3-10-4:34080
2025-09-14,阪神,4,09254404,9:770,9:250;8:320;14:180,4-5:5580,8-9:5710,8-9:1530;9-14:760;8-14:880,9-8:9640,8-9-14:7200,9-8-14:55020
2025-09-14,阪神,5,09254405,5:380,5:140;4:110,,4-5:240,4-5:110;1-5:140;1-4:110,5-4:660,1-4-5:150,5-4-1:1280
2025-09-14,阪神,6,09254406,8:170,8:110;9:1590;4:290,6-7:5420,8-9:14390,8-9:3490;4-8:420;4-9:11340,8-9:19460,4-8-9:30350,8-9-4:160230
2025-09-14,阪神,7,09254407,1:310,1:160;6:360;8:650,1-4:1990,1-6:1980,1-6:810;1-8:1270;6-8:3520,1-6:3140,1-6-8:12250,1-6-8:38430
2025-09-14,阪神,8,09254408,2:170,2:110;8:130;7:390,2-6:240,2-8:230,2-8:160;2-7:820;7-8:790,2-8:340,2-7-8:1510,2-8-7:3410
2025-09-14,阪神,9,09254409,6:2510,6:160;8:110;5:100,6-8:3190,6-8:3000,6-8:370;5-6:230;5-8:140,6-8:8800,5-6-8:420,6-8-5:17640
2025-09-14,阪神,10,09254410,8:240,8:130;10:190;7:260,7-8:700,8-10:770,8-10:310;7-8:500;7-10:900,8-10:1200,7-8-10:2090,8-10-7:6820
2025-09-14,阪神,11,09254411,11:290,11:140;10:500;14:840,5-6:1190,10-11:3500,10-11:1220;11-14:1880;10-14:8260,11-10:5640,10-11-14:29720,11-10-14:121090
2025-09-14,阪神,12,09254412,16:180,16:120;8:570;3:610,4-8:3370,8-16:3880,8-16:1260;3-16:1350;3-8:8850,16-8:4660,3-8-16:23310,16-8-3:77780
2025-09-28,中山,1,06254901,8:610,8:210;11:560;12:130,6-8:620,8-11:8000,8-11:1870;8-12:300;11-12:1060,8-11:12110,8-11-12:4050,8-11-12:35430
2025-09-28,中山,2,06254902,5:1120,5:300;7:1170;9:230,3-4:18470,5-7:34400,5-7:6020;5-9:710;7-9:2070,5-7:56580,5-7-9:19220,5-7-9:243640
2025-09-28,中山,3,06254903,12:200,12:110;13:130;16:230,6-7:300,12-13:280,12-13:200;12-16:460;13-16:740,12-13:500,12-13-16:1510,12-13-16:3390
2025-09-28,中山,4,06254904,15:1200,15:320;6:200;16:460,3-8:2650,6-15:3660,6-15:960;15-16:1690;6-16:1530,15-6:9970,6-15-16:13560,15-6-16:95100
2025-09-28,中山,5,06254905,15:190,15:110;11:180;10:400,6-8:500,11-15:550,11-15:290;10-15:850;10-11:1390,15-11:720,10-11-15:3400,15-11-10:9800
2025-09-28,中山,6,06254906,2:740,2:250;14:250;13:440,1-7:1390,2-14:1990,2-14:960;2-13:1630;13-14:1230,2-14:6170,2-13-14:9760,2-14-13:42720
2025-09-28,中山,7,06254907,5:160,5:110;15:150;6:150,3-8:210,5-15:510,5-15:250;5-6:220;6-15:460,5-15:630,5-6-15:910,5-15-6:2500
2025-09-28,中山,8,06254908,7:400,7:180;11:720;8:170,4-6:3760,7-11:10940,7-11:3240;7-8:450;8-11:2470,7-11:16560,7-8-11:16830,7-11-8:90790
2025-09-28,中山,9,06254909,3:450,3:120;7:140;4:110,,3-7:1390,3-7:300;3-4:140;4-7:180,3-7:2840,3-4-7:430,3-7-4:5900
2025-09-28,中山,10,06254910,3:300,3:160;7:430;2:530,3-5:980,3-7:2370,3-7:900;2-3:1080;2-7:4430,3-7:3370,2-3-7:13010,3-7-2:45970
2025-09-28,中山,11,06254911,16:5000,16:1250;13:540;6:210,7-8:3150,13-16:60830,13-16:14410;6-16:5850;6-13:2030,16-13:119920,6-13-16:116720,16-13-6:1301150
2025-09-28,中山,12,06254912,6:980,6:350;10:170;8:420,3-5:2140,6-10:3740,6-10:1480;6-8:2670;8-10:1430,6-10:5320,6-8-10:18290,6-10-8:69160
2025-09-28,阪神,1,09254901,10:270,10:140;2:480;3:890,2-7:4240,2-10:3400,2-10:900;3-10:1640;2-3:4270,10-2:5560,2-3-10:19580,10-2-3:68500
2025-09-28,阪神,2,09254902,4:760,4:320;1:550;6:390,1-3:1120,1-4:4270,1-4:1360;4-6:1280;1-6:2240,4-1:8190,1-4-6:13660,4-1-6:72530
2025-09-28,阪神,3,09254903,6:250,6:110;4:120;5:180,4-6:260,4-6:280,4-6:150;5-6:340;4-5:300,6-4:600,4-5-6:650,6-4-5:3300
2025-09-28,阪神,4,09254904,9:290,9:140;7:420;4:210,7-8:1860,7-9:3620,7-9:1050;4-9:450;4-7:1330,9-7:4480,4-7-9:5500,9-7-4:26030
2025-09-28,阪神,5,09254905,10:550,10:180;14:210;17:250,5-7:930,10-14:1880,10-14:850;10-17:990;14-17:960,10-14:4020,10-14-17:5110,10-14-17:27860
2025-09-28,阪神,6,09254906,7:830,7:240;5:590;11:160,3-4:5180,5-7:10350,5-7:2120;7-11:620;5-11:1620,7-5:14690,5-7-11:11560,7-5-11:105850
2025-09-28,阪神,7,09254907,1:290,1:170;5:560;12:260,1-3:710,1-5:3450,1-5:1170;1-12:720;5-12:2380,1-5:4860,1-5-12:10200,1-5-12:41240
2025-09-28,阪神,8,09254908,12:200,12:140;10:230;8:370,5-6:560,10-12:690,10-12:350;8-12:720;8-10:1840,12-10:920,8-10-12:3430,12-10-8:8300
2025-09-28,阪神,9,09254909,3:130,3:110;4:250;7:170,3-4:960,3-4:930,3-4:370;3-7:290;4-7:1100,3-4:1110,3-4-7:1860,3-4-7:4430
2025-09-28,阪神,10,09254910,16:360,16:180;15:190;13:180,8-8:1080,15-16:990,15-16:440;13-16:650;13-15:740,16-15:1810,13-15-16:2750,16-15-13:12050
2025-09-28,阪神,11,09254911,9:1490,9:370;3:210;5:400,3-7:4230,3-9:5030,3-9:1290;5-9:2980;3-5:1160,9-3:13120,3-5-9:19320,9-3-5:151940
2025-09-28,阪神,12,09254912,1:210,1:120;13:160;11:230,1-8:460,1-13:600,1-13:290;1-11:390;11-13:770,1-13:840,1-11-13:1520,1-13-11:5610
